order_id,item_id,product_id,quantity,list_price,discount,total_price
238,5,7,1,3999.99,0.07,3999.92
239,1,16,2,599.99,0.1,1199.88
239,2,21,2,269.99,0.05,539.93
239,3,18,1,449.0,0.07,448.93
239,4,4,2,2899.99,0.07,5799.91
240,1,9,1,2999.99,0.07,2999.92
240,2,8,1,1799.99,0.07,1799.92
240,3,5,1,1320.99,0.07,1320.92
240,4,18,2,449.0,0.07,897.93
241,1,7,1,3999.99,0.2,3999.79
242,1,3,1,999.99,0.2,999.79
243,1,25,2,499.99,0.05,999.93
243,2,19,2,449.0,0.07,897.93
243,3,7,2,3999.99,0.05,7999.93
244,1,19,1,449.0,0.07,448.93
244,2,25,1,499.99,0.2,499.79
244,3,22,1,269.99,0.1,269.89
245,1,10,2,1549.0,0.05,3097.95
245,2,8,1,1799.99,0.1,1799.89
246,1,17,2,429.0,0.2,857.8
247,1,25,1,499.99,0.07,499.92
247,2,3,1,999.99,0.2,999.79
248,1,13,1,269.99,0.1,269.89
248,2,26,2,599.99,0.1,1199.88
248,3,17,1,429.0,0.1,428.9
248,4,9,1,2999.99,0.2,2999.79
249,1,7,2,3999.99,0.05,7999.93
249,2,18,2,449.0,0.05,897.95
249,3,22,1,269.99,0.1,269.89
250,1,17,2,429.0,0.05,857.95
250,2,11,2,1680.99,0.1,3361.88
251,1,23,2,299.99,0.2,599.78
251,2,22,2,269.99,0.05,539.93
252,1,11,2,1680.99,0.1,3361.88
252,2,4,1,2899.99,0.07,2899.92
252,3,19,1,449.0,0.1,448.9
253,1,11,2,1680.99,0.07,3361.91
254,1,6,2,469.99,0.07,939.91
254,2,3,1,999.99,0.05,999.94
254,3,12,1,549.99,0.05,549.94
255,1,5,2,1320.99,0.1,2641.88
255,2,14,1,269.99,0.2,269.79
255,3,2,2,749.99,0.2,1499.78
255,4,21,1,269.99,0.07,269.92
256,1,11,1,1680.99,0.1,1680.89
256,2,21,1,269.99,0.05,269.94
257,1,8,2,1799.99,0.07,3599.91
257,2,13,2,269.99,0.2,539.78
257,3,10,2,1549.0,0.1,3097.9
257,4,15,1,529.99,0.1,529.89
258,1,8,2,1799.99,0.05,3599.93
258,2,4,1,2899.99,0.07,2899.92
258,3,19,1,449.0,0.07,448.93
258,4,18,1,449.0,0.05,448.95
259,1,26,1,599.99,0.05,599.94
259,2,6,2,469.99,0.1,939.88
259,3,2,2,749.99,0.2,1499.78
259,4,4,1,2899.99,0.1,2899.89
260,1,23,2,299.99,0.2,599.78
260,2,10,1,1549.0,0.2,1548.8
260,3,24,2,549.99,0.2,1099.78
261,1,16,2,599.99,0.05,1199.93
261,2,14,1,269.99,0.1,269.89
261,3,17,2,429.0,0.1,857.9
262,1,2,1,749.99,0.07,749.92
262,2,9,2,2999.99,0.05,5999.93
263,1,9,1,2999.99,0.07,2999.92
263,2,3,1,999.99,0.2,999.79
263,3,2,2,749.99,0.05,1499.93
264,1,10,1,1549.0,0.2,1548.8
264,2,24,2,549.99,0.05,1099.93
264,3,15,2,529.99,0.1,1059.88
264,4,3,2,999.99,0.07,1999.91
265,1,9,2,2999.99,0.2,5999.78
266,1,6,2,469.99,0.07,939.91
266,2,19,1,449.0,0.2,448.8
266,3,25,1,499.99,0.05,499.94
267,1,22,2,269.99,0.2,539.78
267,2,23,2,299.99,0.1,599.88
267,3,24,1,549.99,0.1,549.89
267,4,7,2,3999.99,0.07,7999.91
267,5,21,1,269.99,0.05,269.94
268,1,7,1,3999.99,0.05,3999.94
268,2,6,2,469.99,0.2,939.78
268,3,9,1,2999.99,0.1,2999.89
269,1,5,1,1320.99,0.07,1320.92
269,2,23,2,299.99,0.07,599.91
269,3,18,1,449.0,0.05,448.95
269,4,3,1,999.99,0.05,999.94
270,1,25,2,499.99,0.2,999.78
270,2,15,1,529.99,0.1,529.89
271,1,11,2,1680.99,0.07,3361.91
271,2,6,2,469.99,0.05,939.93
271,3,13,1,269.99,0.1,269.89
271,4,7,2,3999.99,0.1,7999.88
272,1,2,2,749.99,0.07,1499.91
272,2,11,1,1680.99,0.07,1680.92
273,1,21,1,269.99,0.1,269.89
274,1,11,2,1680.99,0.05,3361.93
274,2,25,2,499.99,0.1,999.88
274,3,9,2,2999.99,0.07,5999.91
275,1,18,1,449.0,0.05,448.95
275,2,25,1,499.99,0.1,499.89
275,3,7,2,3999.99,0.05,7999.93
276,1,3,2,999.99,0.2,1999.78
276,2,17,1,429.0,0.05,428.95
276,3,9,2,2999.99,0.07,5999.91
277,1,20,2,599.99,0.2,1199.78
277,2,6,2,469.99,0.2,939.78
277,3,13,2,269.99,0.1,539.88
278,1,16,1,599.99,0.2,599.79
278,2,19,2,449.0,0.07,897.93
278,3,13,1,269.99,0.07,269.92
278,4,11,2,1680.99,0.07,3361.91
279,1,25,1,499.99,0.07,499.92
280,1,25,1,499.99,0.07,499.92
280,2,26,2,599.99,0.07,1199.91
280,3,13,1,269.99,0.07,269.92
281,1,22,1,269.99,0.07,269.92
281,2,14,2,269.99,0.1,539.88
281,3,7,2,3999.99,0.07,7999.91
282,1,20,1,599.99,0.07,599.92
282,2,7,2,3999.99,0.07,7999.91
282,3,3,2,999.99,0.05,1999.93
282,4,16,2,599.99,0.07,1199.91
283,1,9,1,2999.99,0.05,2999.94
283,2,16,2,599.99,0.2,1199.78
284,1,24,2,549.99,0.2,1099.78
284,2,20,1,599.99,0.2,599.79
285,1,16,2,599.99,0.05,1199.93
285,2,12,1,549.99,0.05,549.94
285,3,2,1,749.99,0.1,749.89
286,1,26,2,599.99,0.2,1199.78
286,2,21,2,269.99,0.07,539.91
286,3,16,2,599.99,0.1,1199.88
286,4,7,1,3999.99,0.1,3999.89
287,1,5,1,1320.99,0.2,1320.79
287,2,10,1,1549.0,0.05,1548.95
287,3,2,1,749.99,0.05,749.94
287,4,20,1,599.99,0.05,599.94
288,1,4,1,2899.99,0.2,2899.79
288,2,10,1,1549.0,0.1,1548.9
288,3,7,2,3999.99,0.05,7999.93
289,1,13,1,269.99,0.07,269.92
289,2,24,1,549.99,0.2,549.79
289,3,17,1,429.0,0.2,428.8
290,1,2,2,749.99,0.07,1499.91
290,2,5,2,1320.99,0.07,2641.91
290,3,21,1,269.99,0.1,269.89
291,1,6,2,469.99,0.05,939.93
291,2,21,2,269.99,0.07,539.91
292,1,18,2,449.0,0.1,897.9
292,2,4,1,2899.99,0.07,2899.92
292,3,10,2,1549.0,0.05,3097.95
293,1,19,2,449.0,0.05,897.95
293,2,6,1,469.99,0.2,469.79
294,1,18,1,449.0,0.2,448.8
294,2,14,1,269.99,0.2,269.79
294,3,7,2,3999.99,0.05,7999.93
294,4,25,2,499.99,0.2,999.78
295,1,22,2,269.99,0.07,539.91
296,1,25,2,499.99,0.07,999.91
296,2,12,2,549.99,0.1,1099.88
296,3,11,2,1680.99,0.1,3361.88
296,4,9,1,2999.99,0.2,2999.79
297,1,4,2,2899.99,0.2,5799.78
298,1,23,1,299.99,0.2,299.79
298,2,6,2,469.99,0.05,939.93
298,3,22,1,269.99,0.2,269.79
298,4,9,1,2999.99,0.07,2999.92
298,5,14,2,269.99,0.1,539.88
299,1,11,2,1680.99,0.05,3361.93
299,2,10,2,1549.0,0.2,3097.8
300,1,16,2,599.99,0.1,1199.88
300,2,9,2,2999.99,0.1,5999.88
300,3,10,1,1549.0,0.1,1548.9
300,4,11,2,1680.99,0.2,3361.78
301,1,6,1,469.99,0.05,469.94
301,2,22,1,269.99,0.1,269.89
302,1,24,2,549.99,0.2,1099.78
302,2,18,2,449.0,0.07,897.93
302,3,2,2,749.99,0.2,1499.78
303,1,8,2,1799.99,0.05,3599.93
303,2,24,2,549.99,0.05,1099.93
304,1,10,1,1549.0,0.05,1548.95
304,2,7,2,3999.99,0.1,7999.88
304,3,20,1,599.99,0.1,599.89
305,1,10,1,1549.0,0.07,1548.93
305,2,6,1,469.99,0.1,469.89
305,3,3,2,999.99,0.2,1999.78
306,1,10,1,1549.0,0.2,1548.8
306,2,22,1,269.99,0.07,269.92
307,1,15,2,529.99,0.05,1059.93
308,1,7,1,3999.99,0.1,3999.89
308,2,18,2,449.0,0.2,897.8
308,3,14,1,269.99,0.2,269.79
309,1,3,1,999.99,0.05,999.94
309,2,12,1,549.99,0.05,549.94
310,1,7,2,3999.99,0.07,7999.91
310,2,14,2,269.99,0.1,539.88
310,3,5,2,1320.99,0.2,2641.78
310,4,8,1,1799.99,0.2,1799.79
311,1,17,2,429.0,0.05,857.95
311,2,5,2,1320.99,0.2,2641.78
312,1,24,2,549.99,0.05,1099.93
312,2,14,2,269.99,0.07,539.91
312,3,16,2,599.99,0.05,1199.93
313,1,4,1,2899.99,0.07,2899.92
313,2,10,2,1549.0,0.07,3097.93
314,1,5,1,1320.99,0.07,1320.92
314,2,9,1,2999.99,0.05,2999.94
314,3,22,2,269.99,0.2,539.78
314,4,7,2,3999.99,0.07,7999.91
315,1,11,1,1680.99,0.2,1680.79
315,2,9,1,2999.99,0.1,2999.89
316,1,2,2,749.99,0.2,1499.78
316,2,16,2,599.99,0.1,1199.88
316,3,20,1,599.99,0.1,599.89
316,4,19,1,449.0,0.2,448.8
316,5,17,1,429.0,0.05,428.95
317,1,10,1,1549.0,0.2,1548.8
317,2,22,1,269.99,0.05,269.94
317,3,15,1,529.99,0.05,529.94
317,4,13,2,269.99,0.2,539.78
318,1,13,2,269.99,0.1,539.88
318,2,25,2,499.99,0.2,999.78
318,3,9,1,2999.99,0.05,2999.94
319,1,11,1,1680.99,0.07,1680.92
319,2,21,1,269.99,0.2,269.79
319,3,15,2,529.99,0.1,1059.88
319,4,23,1,299.99,0.05,299.94
320,1,2,1,749.99,0.1,749.89
321,1,4,2,2899.99,0.2,5799.78
321,2,12,2,549.99,0.2,1099.78
321,3,26,1,599.99,0.2,599.79
321,4,23,2,299.99,0.2,599.78
322,1,13,2,269.99,0.2,539.78
322,2,21,1,269.99,0.07,269.92
323,1,13,2,269.99,0.07,539.91
323,2,26,2,599.99,0.1,1199.88
324,1,2,2,749.99,0.1,1499.88
324,2,17,1,429.0,0.2,428.8
324,3,22,2,269.99,0.2,539.78
324,4,19,1,449.0,0.05,448.95
324,5,12,1,549.99,0.05,549.94
325,1,7,1,3999.99,0.05,3999.94
325,2,12,1,549.99,0.2,549.79
325,3,6,2,469.99,0.2,939.78
326,1,12,1,549.99,0.1,549.89
326,2,23,1,299.99,0.07,299.92
327,1,12,2,549.99,0.07,1099.91
327,2,13,1,269.99,0.07,269.92
327,3,4,1,2899.99,0.05,2899.94
328,1,6,2,469.99,0.1,939.88
329,1,14,2,269.99,0.07,539.91
329,2,8,2,1799.99,0.05,3599.93
329,3,23,1,299.99,0.2,299.79
329,4,17,1,429.0,0.07,428.93
329,5,26,2,599.99,0.05,1199.93
330,1,21,2,269.99,0.05,539.93
331,1,17,2,429.0,0.1,857.9
332,1,18,2,449.0,0.05,897.95
333,1,18,2,449.0,0.07,897.93
333,2,8,2,1799.99,0.05,3599.93
333,3,3,1,999.99,0.2,999.79
334,1,16,2,599.99,0.2,1199.78
334,2,9,1,2999.99,0.05,2999.94
334,3,3,2,999.99,0.05,1999.93
335,1,6,1,469.99,0.1,469.89
335,2,2,2,749.99,0.1,1499.88
335,3,21,1,269.99,0.07,269.92
336,1,4,1,2899.99,0.1,2899.89
336,2,12,1,549.99,0.2,549.79
337,1,18,1,449.0,0.05,448.95
337,2,4,1,2899.99,0.05,2899.94
338,1,6,2,469.99,0.07,939.91
338,2,10,1,1549.0,0.07,1548.93
338,3,22,1,269.99,0.1,269.89
338,4,11,2,1680.99,0.07,3361.91
338,5,9,1,2999.99,0.05,2999.94
339,1,13,1,269.99,0.1,269.89
339,2,15,2,529.99,0.05,1059.93
340,1,11,1,1680.99,0.05,1680.94
340,2,24,1,549.99,0.05,549.94
340,3,13,2,269.99,0.1,539.88
340,4,12,2,549.99,0.07,1099.91
340,5,10,2,1549.0,0.1,3097.9
341,1,23,2,299.99,0.05,599.93
342,1,26,1,599.99,0.07,599.92
342,2,9,1,2999.99,0.2,2999.79
342,3,16,2,599.99,0.1,1199.88
343,1,20,2,599.99,0.2,1199.78
343,2,25,1,499.99,0.05,499.94
343,3,5,2,1320.99,0.05,2641.93
343,4,10,1,1549.0,0.1,1548.9
344,1,22,1,269.99,0.05,269.94
344,2,18,2,449.0,0.07,897.93
344,3,14,1,269.99,0.2,269.79
345,1,18,2,449.0,0.1,897.9
345,2,24,2,549.99,0.07,1099.91
346,1,13,1,269.99,0.07,269.92
346,2,23,1,299.99,0.2,299.79
346,3,21,1,269.99,0.1,269.89
346,4,15,1,529.99,0.05,529.94
346,5,18,2,449.0,0.05,897.95
347,1,23,1,299.99,0.07,299.92
348,1,5,2,1320.99,0.05,2641.93
348,2,15,2,529.99,0.07,1059.91
349,1,20,2,599.99,0.2,1199.78
350,1,6,2,469.99,0.05,939.93
350,2,20,1,599.99,0.07,599.92
350,3,3,1,999.99,0.07,999.92
351,1,4,2,2899.99,0.05,5799.93
351,2,24,2,549.99,0.1,1099.88
351,3,20,1,599.99,0.2,599.79
351,4,22,2,269.99,0.07,539.91
352,1,11,1,1680.99,0.2,1680.79
352,2,14,1,269.99,0.2,269.79
353,1,2,2,749.99,0.2,1499.78
354,1,21,1,269.99,0.2,269.79
354,2,19,1,449.0,0.05,448.95
355,1,16,1,599.99,0.1,599.89
355,2,14,2,269.99,0.07,539.91
356,1,23,2,299.99,0.05,599.93
356,2,4,1,2899.99,0.05,2899.94
356,3,13,1,269.99,0.05,269.94
357,1,17,2,429.0,0.05,857.95
357,2,21,2,269.99,0.07,539.91
357,3,24,1,549.99,0.07,549.92
357,4,9,1,2999.99,0.05,2999.94
358,1,21,2,269.99,0.1,539.88
358,2,6,2,469.99,0.07,939.91
358,3,8,2,1799.99,0.05,3599.93
358,4,18,2,449.0,0.1,897.9
359,1,15,2,529.99,0.07,1059.91
359,2,9,2,2999.99,0.07,5999.91
359,3,7,2,3999.99,0.2,7999.78
360,1,26,1,599.99,0.05,599.94
360,2,7,2,3999.99,0.2,7999.78
360,3,13,2,269.99,0.05,539.93
360,4,25,1,499.99,0.1,499.89
361,1,24,2,549.99,0.05,1099.93
361,2,6,2,469.99,0.1,939.88
361,3,11,1,1680.99,0.1,1680.89
362,1,2,1,749.99,0.07,749.92
363,1,21,2,269.99,0.1,539.88
363,2,14,1,269.99,0.07,269.92
363,3,15,1,529.99,0.1,529.89
363,4,20,1,599.99,0.2,599.79
364,1,25,2,499.99,0.05,999.93
365,1,24,2,549.99,0.07,1099.91
366,1,21,1,269.99,0.1,269.89
366,2,4,1,2899.99,0.07,2899.92
366,3,16,2,599.99,0.2,1199.78
367,1,26,2,599.99,0.1,1199.88
367,2,14,1,269.99,0.05,269.94
367,3,10,2,1549.0,0.05,3097.95
368,1,5,1,1320.99,0.2,1320.79
368,2,10,2,1549.0,0.2,3097.8
368,3,21,2,269.99,0.1,539.88
368,4,19,1,449.0,0.05,448.95
369,1,10,2,1549.0,0.07,3097.93
370,1,25,2,499.99,0.05,999.93
370,2,4,2,2899.99,0.1,5799.88
371,1,14,1,269.99,0.2,269.79
371,2,12,1,549.99,0.2,549.79
372,1,11,1,1680.99,0.05,1680.94
372,2,14,2,269.99,0.1,539.88
372,3,5,1,1320.99,0.1,1320.89
373,1,8,2,1799.99,0.05,3599.93
373,2,22,1,269.99,0.1,269.89
373,3,19,2,449.0,0.2,897.8
373,4,12,1,549.99,0.1,549.89
373,5,13,1,269.99,0.1,269.89
374,1,10,1,1549.0,0.1,1548.9
374,2,7,1,3999.99,0.07,3999.92
375,1,21,2,269.99,0.05,539.93
375,2,2,2,749.99,0.05,1499.93
375,3,4,2,2899.99,0.07,5799.91
375,4,12,2,549.99,0.05,1099.93
376,1,2,2,749.99,0.07,1499.91
376,2,23,2,299.99,0.1,599.88
377,1,8,1,1799.99,0.05,1799.94
377,2,14,1,269.99,0.07,269.92
378,1,26,2,599.99,0.05,1199.93
379,1,9,1,2999.99,0.07,2999.92
379,2,16,1,599.99,0.2,599.79
380,1,16,1,599.99,0.05,599.94
380,2,11,2,1680.99,0.05,3361.93
381,1,21,2,269.99,0.07,539.91
382,1,8,1,1799.99,0.1,1799.89
382,2,9,1,2999.99,0.1,2999.89
382,3,13,1,269.99,0.07,269.92
383,1,19,1,449.0,0.07,448.93
383,2,22,2,269.99,0.05,539.93
383,3,13,1,269.99,0.1,269.89
383,4,21,2,269.99,0.05,539.93
383,5,14,1,269.99,0.1,269.89
384,1,20,1,599.99,0.1,599.89
384,2,21,2,269.99,0.2,539.78
384,3,8,1,1799.99,0.05,1799.94
384,4,15,1,529.99,0.1,529.89
384,5,4,1,2899.99,0.2,2899.79
385,1,21,1,269.99,0.07,269.92
385,2,7,2,3999.99,0.2,7999.78
385,3,26,2,599.99,0.05,1199.93
386,1,8,1,1799.99,0.2,1799.79
386,2,3,2,999.99,0.05,1999.93
386,3,16,2,599.99,0.2,1199.78
387,1,18,1,449.0,0.2,448.8
388,1,19,2,449.0,0.2,897.8
388,2,13,2,269.99,0.07,539.91
388,3,2,1,749.99,0.07,749.92
388,4,11,1,1680.99,0.1,1680.89
389,1,2,1,749.99,0.07,749.92
389,2,15,2,529.99,0.07,1059.91
389,3,10,2,1549.0,0.05,3097.95
389,4,5,1,1320.99,0.05,1320.94
389,5,9,1,2999.99,0.2,2999.79
390,1,23,1,299.99,0.05,299.94
390,2,7,2,3999.99,0.07,7999.91
390,3,9,1,2999.99,0.05,2999.94
391,1,8,1,1799.99,0.07,1799.92
391,2,5,2,1320.99,0.2,2641.78
391,3,24,2,549.99,0.07,1099.91
392,1,14,2,269.99,0.1,539.88
392,2,3,2,999.99,0.05,1999.93
393,1,6,2,469.99,0.2,939.78
394,1,23,1,299.99,0.05,299.94
394,2,16,1,599.99,0.2,599.79
394,3,14,2,269.99,0.2,539.78
395,1,14,1,269.99,0.05,269.94
396,1,12,1,549.99,0.1,549.89
396,2,25,2,499.99,0.05,999.93
396,3,5,1,1320.99,0.2,1320.79
397,1,7,1,3999.99,0.05,3999.94
398,1,8,2,1799.99,0.05,3599.93
398,2,18,2,449.0,0.05,897.95
398,3,25,1,499.99,0.2,499.79
398,4,17,1,429.0,0.05,428.95
399,1,25,1,499.99,0.05,499.94
399,2,11,2,1680.99,0.05,3361.93
399,3,14,1,269.99,0.1,269.89
400,1,24,2,549.99,0.07,1099.91
400,2,9,1,2999.99,0.2,2999.79
400,3,3,2,999.99,0.2,1999.78
401,1,23,1,299.99,0.2,299.79
401,2,10,2,1549.0,0.2,3097.8
402,1,6,2,469.99,0.07,939.91
402,2,5,1,1320.99,0.07,1320.92
402,3,26,1,599.99,0.05,599.94
403,1,12,2,549.99,0.1,1099.88
403,2,7,2,3999.99,0.2,7999.78
403,3,22,2,269.99,0.05,539.93
403,4,24,1,549.99,0.2,549.79
404,1,9,1,2999.99,0.07,2999.92
404,2,25,2,499.99,0.05,999.93
404,3,16,2,599.99,0.2,1199.78
405,1,3,2,999.99,0.2,1999.78
405,2,10,2,1549.0,0.1,3097.9
405,3,14,2,269.99,0.07,539.91
406,1,4,1,2899.99,0.2,2899.79
407,1,20,1,599.99,0.2,599.79
407,2,5,1,1320.99,0.05,1320.94
408,1,18,1,449.0,0.2,448.8
408,2,3,1,999.99,0.07,999.92
408,3,2,2,749.99,0.07,1499.91
408,4,17,2,429.0,0.2,857.8
409,1,15,1,529.99,0.07,529.92
409,2,16,2,599.99,0.2,1199.78
409,3,21,1,269.99,0.05,269.94
410,1,25,1,499.99,0.1,499.89
410,2,9,2,2999.99,0.05,5999.93
410,3,24,2,549.99,0.1,1099.88
411,1,2,1,749.99,0.07,749.92
411,2,26,2,599.99,0.05,1199.93
412,1,7,1,3999.99,0.1,3999.89
412,2,24,1,549.99,0.07,549.92
412,3,17,1,429.0,0.1,428.9
413,1,8,2,1799.99,0.05,3599.93
413,2,25,1,499.99,0.1,499.89
413,3,9,1,2999.99,0.07,2999.92
414,1,4,2,2899.99,0.1,5799.88
415,1,3,1,999.99,0.07,999.92
415,2,23,2,299.99,0.2,599.78
415,3,5,1,1320.99,0.2,1320.79
415,4,6,2,469.99,0.05,939.93
416,1,22,1,269.99,0.07,269.92
416,2,14,1,269.99,0.07,269.92
416,3,24,1,549.99,0.1,549.89
417,1,26,2,599.99,0.07,1199.91
417,2,6,2,469.99,0.07,939.91
418,1,12,1,549.99,0.05,549.94
418,2,20,1,599.99,0.05,599.94
419,1,9,1,2999.99,0.05,2999.94
420,1,17,2,429.0,0.2,857.8
420,2,15,2,529.99,0.1,1059.88
420,3,3,2,999.99,0.05,1999.93
421,1,6,2,469.99,0.07,939.91
421,2,3,2,999.99,0.2,1999.78
421,3,20,2,599.99,0.2,1199.78
421,4,4,1,2899.99,0.07,2899.92
421,5,23,2,299.99,0.2,599.78
422,1,20,2,599.99,0.05,1199.93
423,1,8,2,1799.99,0.05,3599.93
423,2,17,1,429.0,0.2,428.8
423,3,23,2,299.99,0.07,599.91
423,4,2,1,749.99,0.2,749.79
424,1,22,1,269.99,0.1,269.89
424,2,6,1,469.99,0.05,469.94
425,1,6,1,469.99,0.1,469.89
425,2,21,2,269.99,0.07,539.91
425,3,19,1,449.0,0.05,448.95
426,1,10,1,1549.0,0.1,1548.9
426,2,23,2,299.99,0.05,599.93
427,1,12,2,549.99,0.07,1099.91
427,2,15,2,529.99,0.1,1059.88
427,3,26,2,599.99,0.07,1199.91
428,1,5,2,1320.99,0.2,2641.78
428,2,14,1,269.99,0.2,269.79
429,1,11,1,1680.99,0.2,1680.79
429,2,4,2,2899.99,0.1,5799.88
429,3,5,2,1320.99,0.05,2641.93
429,4,6,1,469.99,0.07,469.92
429,5,2,1,749.99,0.1,749.89
430,1,22,2,269.99,0.1,539.88
430,2,11,1,1680.99,0.07,1680.92
430,3,4,2,2899.99,0.2,5799.78
430,4,13,2,269.99,0.2,539.78
430,5,8,1,1799.99,0.2,1799.79
431,1,14,2,269.99,0.2,539.78
431,2,6,1,469.99,0.1,469.89
431,3,18,1,449.0,0.2,448.8
431,4,13,2,269.99,0.07,539.91
431,5,19,1,449.0,0.07,448.93
432,1,10,2,1549.0,0.2,3097.8
432,2,7,2,3999.99,0.05,7999.93
433,1,6,1,469.99,0.1,469.89
433,2,10,1,1549.0,0.2,1548.8
433,3,24,1,549.99,0.1,549.89
433,4,4,1,2899.99,0.2,2899.79
434,1,21,1,269.99,0.05,269.94
434,2,20,1,599.99,0.1,599.89
434,3,9,1,2999.99,0.2,2999.79
434,4,11,2,1680.99,0.07,3361.91
434,5,18,2,449.0,0.05,897.95
435,1,22,1,269.99,0.05,269.94
435,2,9,1,2999.99,0.05,2999.94
435,3,18,1,449.0,0.05,448.95
436,1,3,1,999.99,0.05,999.94
436,2,23,1,299.99,0.2,299.79
437,1,3,1,999.99,0.05,999.94
437,2,10,1,1549.0,0.05,1548.95
437,3,8,2,1799.99,0.05,3599.93
438,1,4,1,2899.99,0.07,2899.92
438,2,22,1,269.99,0.1,269.89
438,3,8,2,1799.99,0.05,3599.93
438,4,13,2,269.99,0.05,539.93
439,1,6,2,469.99,0.07,939.91
439,2,7,2,3999.99,0.05,7999.93
440,1,19,2,449.0,0.07,897.93
440,2,4,2,2899.99,0.07,5799.91
441,1,12,1,549.99,0.07,549.92
441,2,15,1,529.99,0.1,529.89
442,1,16,2,599.99,0.07,1199.91
442,2,26,2,599.99,0.2,1199.78
442,3,6,2,469.99,0.2,939.78
443,1,5,1,1320.99,0.05,1320.94
443,2,26,1,599.99,0.2,599.79
444,1,22,1,269.99,0.07,269.92
444,2,15,2,529.99,0.07,1059.91
444,3,20,2,599.99,0.05,1199.93
444,4,16,1,599.99,0.1,599.89
444,5,10,2,1549.0,0.2,3097.8
445,1,7,1,3999.99,0.2,3999.79
445,2,16,1,599.99,0.07,599.92
445,3,23,1,299.99,0.2,299.79
446,1,22,1,269.99,0.2,269.79
446,2,16,2,599.99,0.07,1199.91
447,1,4,2,2899.99,0.05,5799.93
447,2,3,1,999.99,0.1,999.89
447,3,8,1,1799.99,0.07,1799.92
448,1,13,2,269.99,0.05,539.93
448,2,6,2,469.99,0.05,939.93
449,1,17,2,429.0,0.05,857.95
449,2,2,1,749.99,0.05,749.94
449,3,7,2,3999.99,0.07,7999.91
449,4,26,2,599.99,0.2,1199.78
450,1,24,1,549.99,0.05,549.94
450,2,12,1,549.99,0.07,549.92
450,3,5,1,1320.99,0.1,1320.89
451,1,14,2,269.99,0.05,539.93
452,1,11,1,1680.99,0.05,1680.94
452,2,16,1,599.99,0.05,599.94
452,3,7,2,3999.99,0.1,7999.88
452,4,8,1,1799.99,0.1,1799.89
453,1,23,1,299.99,0.05,299.94
453,2,20,2,599.99,0.2,1199.78
453,3,4,1,2899.99,0.2,2899.79
454,1,25,2,499.99,0.07,999.91
454,2,13,2,269.99,0.05,539.93
454,3,24,2,549.99,0.1,1099.88
455,1,9,1,2999.99,0.05,2999.94
456,1,17,2,429.0,0.07,857.93
456,2,23,1,299.99,0.07,299.92
457,1,24,2,549.99,0.07,1099.91
457,2,2,1,749.99,0.05,749.94
457,3,7,2,3999.99,0.1,7999.88
457,4,17,1,429.0,0.2,428.8
458,1,2,1,749.99,0.2,749.79
458,2,21,2,269.99,0.07,539.91
458,3,11,1,1680.99,0.1,1680.89
458,4,24,1,549.99,0.2,549.79
458,5,3,2,999.99,0.2,1999.78
459,1,11,1,1680.99,0.2,1680.79
460,1,19,1,449.0,0.05,448.95
460,2,18,2,449.0,0.07,897.93
460,3,4,1,2899.99,0.2,2899.79
460,4,22,2,269.99,0.1,539.88
461,1,16,1,599.99,0.07,599.92
461,2,4,1,2899.99,0.2,2899.79
461,3,8,2,1799.99,0.05,3599.93
461,4,24,1,549.99,0.1,549.89
461,5,18,2,449.0,0.1,897.9
462,1,12,2,549.99,0.1,1099.88
463,1,13,2,269.99,0.07,539.91
464,1,7,1,3999.99,0.1,3999.89
465,1,6,2,469.99,0.1,939.88
465,2,25,2,499.99,0.1,999.88
466,1,19,2,449.0,0.2,897.8
466,2,6,1,469.99,0.2,469.79
466,3,7,2,3999.99,0.05,7999.93
466,4,15,1,529.99,0.1,529.89
466,5,5,1,1320.99,0.1,1320.89
467,1,19,1,449.0,0.07,448.93
467,2,10,1,1549.0,0.07,1548.93
467,3,22,2,269.99,0.1,539.88
467,4,17,2,429.0,0.07,857.93
467,5,11,1,1680.99,0.1,1680.89
468,1,19,1,449.0,0.1,448.9
468,2,9,2,2999.99,0.05,5999.93
468,3,10,2,1549.0,0.05,3097.95
468,4,25,1,499.99,0.1,499.89
469,1,8,2,1799.99,0.1,3599.88
469,2,4,1,2899.99,0.07,2899.92
469,3,15,2,529.99,0.2,1059.78
470,1,18,1,449.0,0.05,448.95
470,2,13,1,269.99,0.05,269.94
470,3,8,2,1799.99,0.2,3599.78
471,1,14,1,269.99,0.2,269.79
471,2,13,2,269.99,0.05,539.93
472,1,15,1,529.99,0.1,529.89
472,2,21,2,269.99,0.1,539.88
473,1,26,1,599.99,0.07,599.92
474,1,19,2,449.0,0.05,897.95
474,2,11,1,1680.99,0.2,1680.79
475,1,17,2,429.0,0.07,857.93
475,2,26,2,599.99,0.2,1199.78
475,3,25,1,499.99,0.2,499.79
476,1,22,2,269.99,0.07,539.91
476,2,4,2,2899.99,0.2,5799.78
476,3,11,2,1680.99,0.07,3361.91
476,4,20,2,599.99,0.05,1199.93
477,1,6,1,469.99,0.1,469.89
477,2,10,1,1549.0,0.05,1548.95
478,1,21,2,269.99,0.07,539.91
479,1,26,1,599.99,0.07,599.92
479,2,12,1,549.99,0.05,549.94
479,3,21,1,269.99,0.2,269.79
479,4,7,1,3999.99,0.05,3999.94
479,5,10,1,1549.0,0.2,1548.8
480,1,4,1,2899.99,0.05,2899.94
