customer_id,Recency,Frequency,Monetary,Segment
930,480,1,1621.53,Lost
931,368,1,4783.44,Lost
932,806,1,2088.86,Lost
933,931,1,1888.65,Lost
934,453,1,8499.81,Lost
935,396,1,2183.58,Lost
936,469,1,2782.67,Lost
937,333,1,4659.69,Lost
938,296,1,2269.77,Lost
939,670,1,2513.39,Lost
940,624,1,2103.64,Lost
941,893,1,3310.53,Lost
942,769,1,1599.85,Lost
943,965,1,809.7,Lost
944,841,1,2148.83,Lost
945,470,1,5159.56,Lost
946,659,1,4405.73,Lost
947,382,1,1139.87,Lost
948,624,1,7229.61,Lost
949,711,1,1359.74,Lost
950,399,1,4179.79,Lost
951,989,1,3809.48,Lost
952,750,1,4920.76,Lost
953,662,1,2950.42,Lost
954,862,1,3599.71,Lost
955,355,1,4499.93,Lost
956,944,1,1218.61,Lost
957,571,1,983.72,Lost
958,690,1,6452.25,Lost
959,772,1,9529.68,Lost
960,440,1,8929.52,Lost
961,880,1,5890.55,Lost
962,677,1,1967.85,Lost
963,882,1,6968.57,Lost
964,822,1,539.91,Lost
965,1059,1,5739.37,Lost
966,577,1,5471.7,Lost
967,385,1,2452.75,Lost
968,656,1,1499.92,Lost
969,677,1,489.79,Lost
970,353,1,4999.89,Lost
971,587,1,16859.48,Lost
972,287,1,7179.59,Lost
973,732,1,5170.57,Lost
974,608,1,1303.82,Lost
975,718,1,4809.43,Lost
976,696,1,17996.52,Lost
977,808,1,3567.67,Lost
978,465,1,1182.78,Lost
979,1066,1,3418.47,Lost
980,392,1,1573.77,Lost
981,867,1,1099.91,Lost
982,288,1,3279.64,Lost
983,329,1,10910.3,Lost
984,816,1,6968.39,Lost
985,715,1,8731.28,Lost
986,800,1,5060.5,Lost
987,314,1,3359.37,Lost
988,826,1,2639.72,Lost
989,765,1,5829.42,Lost
990,752,1,8891.5,Lost
991,1030,1,8937.43,Lost
992,645,1,1199.86,Lost
993,630,1,419.88,Lost
994,872,1,3720.7,Lost
995,866,1,5407.42,Lost
996,1054,1,549.89,Lost
997,827,1,12080.65,Lost
998,414,1,6209.45,Lost
999,296,1,6957.78,Lost
1000,626,1,2381.47,Lost
1001,851,1,4131.76,Lost
1002,428,1,1333.75,Lost
1003,496,1,3941.81,Lost
1004,878,1,299.92,Lost
1005,304,1,20679.55,Lost
1006,463,1,7396.52,Lost
1007,330,1,19419.7,Lost
1008,341,1,939.88,Lost
1009,482,1,349.89,Lost
1010,343,1,11279.48,Lost
1011,877,1,1139.8,Lost
1012,1063,1,7762.47,Lost
1013,333,1,1389.7,Lost
1014,392,1,5999.93,Lost
1015,649,1,7349.8,Lost
1016,346,1,2059.67,Lost
1017,424,1,1449.85,Lost
1018,653,1,12833.59,Lost
1019,896,1,12860.55,Lost
1020,584,1,15355.36,Lost
1021,369,1,6456.57,Lost
1022,441,1,489.89,Lost
1023,476,1,22999.42,Lost
1024,599,1,7720.53,Lost
1025,563,1,1159.58,Lost
1026,360,1,8819.46,Lost
1027,368,1,2365.74,Lost
1028,827,1,4399.51,Lost
1029,283,1,3019.69,Lost
1030,885,1,3449.68,Lost
1031,450,1,9653.3,Lost
1032,749,1,3449.81,Lost
1033,389,1,3223.61,Lost
1034,994,1,10638.6,Lost
1035,1077,1,1329.72,Lost
1036,478,1,875.79,Lost
1037,348,1,20997.29,Lost
1038,593,1,2139.66,Lost
1039,840,1,2911.57,Lost
1040,730,1,7379.29,Lost
1041,419,1,6809.5,Lost
1042,875,1,5977.62,Lost
1043,302,1,7973.71,Lost
1044,289,1,1119.91,Lost
1045,933,1,2327.72,Lost
1046,602,1,2543.43,Lost
1047,1061,1,2069.66,Lost
1048,811,1,7599.64,Lost
1049,1014,1,3241.85,Lost
1050,464,1,533.89,Lost
1051,710,1,10999.66,Lost
1052,316,1,9119.34,Lost
1053,306,1,1349.82,Lost
1054,867,1,4369.59,Lost
1055,826,1,2999.94,Lost
1056,795,1,4991.52,Lost
1057,641,1,6309.55,Lost
1058,768,1,3429.58,Lost
1059,621,1,3519.57,Lost
1060,391,1,8432.81,Lost
1061,826,1,1157.85,Lost
1062,837,1,5468.37,Lost
1063,463,1,14933.58,Lost
1064,530,1,1139.83,Lost
1065,441,1,501.91,Lost
1066,350,1,4719.5,Lost
1067,453,1,4631.59,Lost
1068,579,1,3609.53,Lost
1069,1041,1,9148.7,Lost
1070,531,1,13806.5,Lost
1071,848,1,3806.43,Lost
1072,665,1,4635.51,Lost
1073,743,1,1199.91,Lost
1074,971,1,1139.84,Lost
1075,1055,1,2897.72,Lost
1076,462,1,1799.89,Lost
1077,513,1,897.8,Lost
1078,1025,1,5611.28,Lost
1079,991,1,899.71,Lost
1080,859,1,3868.52,Lost
1081,692,1,9241.38,Lost
1082,945,1,3999.79,Lost
1083,360,1,4259.5,Lost
1084,340,1,9197.65,Lost
1085,833,1,6148.82,Lost
1086,496,1,13722.34,Lost
1087,460,1,2633.46,Lost
1088,377,1,4607.45,Lost
1089,820,1,7559.58,Lost
1090,439,1,13679.68,Lost
1091,428,1,5320.3,Lost
1092,551,1,941.78,Lost
1093,721,1,3803.46,Lost
1094,1035,1,899.83,Lost
1095,1066,1,448.95,Lost
1096,793,1,4599.63,Lost
1097,693,1,4635.42,Lost
1098,405,1,1111.58,Lost
1099,403,1,1099.81,Lost
1100,477,1,20399.48,Lost
1101,281,1,4489.43,Lost
1102,969,1,4355.55,Lost
1103,746,1,14349.55,Lost
1104,661,1,2539.82,Lost
1105,640,1,3012.7,Lost
1106,496,1,1751.88,Lost
1107,418,1,2039.79,Lost
1108,780,1,3219.4,Lost
1109,446,1,1861.59,Lost
1110,883,1,1329.82,Lost
1111,444,1,189.89,Lost
1112,886,1,6199.65,Lost
1113,668,1,4829.22,Lost
1114,437,1,2239.57,Lost
1115,530,1,4140.28,Lost
1116,295,1,1319.78,Lost
1117,401,1,2050.78,Lost
1118,335,1,9296.55,Lost
1119,733,1,7048.63,Lost
1120,440,1,7949.48,Lost
1121,750,1,2657.72,Lost
1122,357,1,7369.55,Lost
1123,550,1,2799.64,Lost
1124,1007,1,3599.93,Lost
1125,708,1,8149.4,Lost
1126,323,1,7429.63,Lost
1127,981,1,3369.78,Lost
1128,487,1,2859.62,Lost
1129,713,1,4941.6,Lost
1130,910,1,539.91,Lost
1131,282,1,15549.62,Lost
1132,472,1,17309.4,Lost
1133,622,1,4499.8,Lost
1134,508,1,6230.59,Lost
1135,276,1,6779.56,Lost
1136,404,1,12227.6,Lost
1137,688,1,7577.65,Lost
1138,676,1,11509.64,Lost
1139,617,1,1209.73,Lost
1140,965,1,3048.84,Lost
1141,894,1,4539.6,Lost
1142,292,1,249.92,Lost
1143,662,1,1347.84,Lost
1144,786,1,6839.73,Lost
1145,544,1,3500.52,Lost
1146,828,1,539.93,Lost
1147,993,1,5471.49,Lost
1148,638,1,9609.18,Lost
1149,1077,1,6669.6,Lost
1150,442,1,7739.56,Lost
1151,848,1,7599.7,Lost
1152,659,1,7146.22,Lost
1153,717,1,4919.62,Lost
1154,287,1,4007.69,Lost
1155,426,1,1649.87,Lost
1156,861,1,3961.87,Lost
1157,735,1,857.93,Lost
1158,549,1,7539.44,Lost
1159,741,1,7447.75,Lost
1160,493,1,3625.48,Lost
1161,343,1,9239.7,Lost
1162,685,1,7579.76,Lost
1163,733,1,4990.51,Lost
1164,636,1,5599.67,Lost
1165,1033,1,10139.2,Lost
1166,410,1,269.89,Lost
1167,953,1,3361.91,Lost
1168,945,1,999.79,Lost
1169,776,1,5621.42,Lost
1170,413,1,1273.87,Lost
1171,312,1,15889.57,Lost
1172,305,1,7127.29,Lost
1173,1058,1,2329.5,Lost
1174,1042,1,6248.86,Lost
1175,1081,1,4620.48,Lost
1176,298,1,559.93,Lost
1177,610,1,4039.7,Lost
1178,466,1,4223.84,Lost
1179,960,1,2319.74,Lost
1180,418,1,1859.85,Lost
1181,632,1,2696.43,Lost
1182,1046,1,2315.51,Lost
1183,456,1,2853.67,Lost
1184,559,1,3745.21,Lost
1185,1055,1,3239.32,Lost
1186,330,1,1320.92,Lost
1187,318,1,2179.71,Lost
1188,406,1,3937.62,Lost
1189,876,1,3769.81,Lost
1190,550,1,5509.39,Lost
1191,429,1,3639.85,Lost
1192,1012,1,9999.71,Lost
1193,886,1,2239.69,Lost
1194,1034,1,2008.39,Lost
1195,594,1,12659.82,Lost
1196,688,1,4999.89,Lost
1197,414,1,3182.49,Lost
1198,821,1,1939.76,Lost
1199,719,1,16509.61,Lost
1200,992,1,6547.56,Lost
1201,663,1,11284.28,Lost
1202,847,1,4978.71,Lost
1203,636,1,4333.28,Lost
1204,1089,1,1469.85,Lost
1205,906,1,12110.44,Lost
1206,599,1,7471.27,Lost
1207,421,1,551.94,Lost
1208,748,1,3669.43,Lost
1209,754,1,5148.59,Lost
1210,500,1,3082.45,Lost
1211,752,1,3699.74,Lost
1212,1092,1,1799.85,Lost
1213,470,1,6359.6,Lost
1214,347,1,22299.68,Lost
1215,626,1,6269.53,Lost
1216,378,1,3231.54,Lost
1217,838,1,2447.31,Lost
1218,959,1,3361.91,Lost
1219,754,1,4076.45,Lost
1220,1065,1,6609.63,Lost
1221,453,1,1099.88,Lost
1222,637,1,1667.56,Lost
1223,1044,1,4361.66,Lost
1224,571,1,26913.53,Lost
1225,511,1,11439.43,Lost
1226,428,1,2273.28,Lost
1227,923,1,8428.64,Lost
1228,784,1,539.93,Lost
1229,515,1,3003.46,Lost
1230,610,1,7629.64,Lost
1231,297,1,2596.25,Lost
1232,752,1,2037.75,Lost
1233,691,1,5508.42,Lost
1234,1064,1,2269.53,Lost
1235,509,1,5999.8,Lost
1236,397,1,10270.46,Lost
1237,1032,1,14761.25,Lost
1238,1073,1,9361.71,Lost
1239,293,1,639.86,Lost
1240,308,1,6629.6,Lost
1241,1058,1,1199.91,Lost
1242,691,1,5249.72,Lost
1243,892,1,1739.79,Lost
1244,455,1,6249.64,Lost
1245,907,1,8461.46,Lost
1246,683,1,4481.64,Lost
1247,974,1,6717.59,Lost
1248,774,1,7548.78,Lost
1249,713,1,8411.39,Lost
1250,1078,1,2247.77,Lost
1251,634,1,2727.36,Lost
1252,885,1,3348.89,Lost
1253,1053,1,1599.63,Lost
1254,322,1,6019.49,Lost
1255,1027,1,1009.8,Lost
1256,329,1,1709.66,Lost
1257,953,1,6781.47,Lost
1258,350,1,14801.55,Lost
1259,1072,1,5699.7,Lost
1260,491,1,6298.73,Lost
1261,820,1,10046.67,Lost
1262,453,1,4469.68,Lost
1263,895,1,4680.68,Lost
1264,1010,1,2899.3,Lost
1265,846,1,3860.42,Lost
1266,551,1,2699.8,Lost
1267,939,1,3361.91,Lost
1268,396,1,6199.62,Lost
1269,474,1,4512.47,Lost
1270,508,1,699.88,Lost
1271,687,1,3159.61,Lost
1272,761,1,2999.89,Lost
1273,519,1,6076.14,Lost
1274,860,1,9469.63,Lost
1275,765,1,2869.89,Lost
1276,558,1,6799.68,Lost
1277,429,1,759.91,Lost
1278,586,1,2459.55,Lost
1279,279,1,10432.44,Lost
1280,1075,1,5839.43,Lost
1281,515,1,3149.86,Lost
1282,776,1,2946.07,Lost
1283,516,1,349.79,Lost
1284,384,1,11999.82,Lost
1285,865,1,3097.93,Lost
1286,1002,1,549.89,Lost
1287,549,1,3670.25,Lost
1288,979,1,1199.78,Lost
1289,432,1,533.94,Lost
1290,423,1,9089.54,Lost
1291,661,1,7051.7,Lost
1292,385,1,1209.83,Lost
1293,591,1,1371.85,Lost
1294,368,1,1486.5,Lost
1295,851,1,6099.48,Lost
1296,1068,1,4269.38,Lost
1297,861,1,539.91,Lost
1298,653,1,4699.53,Lost
1299,879,1,1997.81,Lost
1300,873,1,9639.54,Lost
1301,921,1,5129.55,Lost
1302,723,1,7551.66,Lost
1303,325,1,5889.32,Lost
1304,523,1,3231.57,Lost
1305,1058,1,1767.6,Lost
1306,754,1,3961.66,Lost
1307,877,1,8039.51,Lost
1308,516,1,2899.56,Lost
1309,1037,1,1799.89,Lost
1310,275,1,6999.7,Lost
1311,488,1,4294.49,Lost
1312,681,1,11209.72,Lost
1313,863,1,5548.82,Lost
1314,936,1,7767.48,Lost
1315,793,1,8488.72,Lost
1316,574,1,7349.7,Lost
1317,486,1,349.92,Lost
1318,751,1,1139.82,Lost
1319,633,1,5529.73,Lost
1320,591,1,679.78,Lost
1321,1070,1,6320.64,Lost
1322,932,1,5499.64,Lost
1323,555,1,2592.4,Lost
1324,1090,1,4126.8,Lost
1325,996,1,998.69,Lost
1326,1088,1,3539.6,Lost
1327,495,1,1999.78,Lost
1328,1036,1,5086.47,Lost
1329,410,1,4445.63,Lost
1330,332,1,6239.84,Lost
1331,809,1,2368.74,Lost
1332,622,1,13029.74,Lost
1333,883,1,9120.58,Lost
1334,790,1,6048.41,Lost
1335,850,1,2860.77,Lost
1336,662,1,299.89,Lost
1337,891,1,849.81,Lost
1338,960,1,1920.73,Lost
1339,447,1,1777.7,Lost
1340,925,1,269.89,Lost
1341,924,1,8948.77,Lost
1342,428,1,559.86,Lost
1343,652,1,1999.55,Lost
1344,459,1,3659.72,Lost
1345,530,1,1466.6,Lost
1346,618,1,3701.74,Lost
1347,465,1,7179.82,Lost
1348,1073,1,12377.54,Lost
1349,825,1,10278.53,Lost
1350,946,1,6779.33,Lost
1351,947,1,2879.43,Lost
1352,688,1,3481.73,Lost
1353,788,1,4006.57,Lost
1354,1012,1,4789.61,Lost
1355,863,1,2069.86,Lost
1356,918,1,1699.57,Lost
1357,880,1,599.93,Lost
1358,960,1,3979.51,Lost
1359,804,1,6897.74,Lost
1360,952,1,8610.65,Lost
1361,990,1,1437.68,Lost
1362,860,1,4999.5,Lost
1363,650,1,2218.63,Lost
1364,395,1,1099.89,Lost
1365,1017,1,5999.93,Lost
1366,974,1,1099.88,Lost
1367,407,1,2199.64,Lost
1368,957,1,10990.48,Lost
1369,1024,1,718.69,Lost
1370,520,1,7999.91,Lost
1371,831,1,1920.73,Lost
1372,495,1,7763.37,Lost
1373,964,1,6748.38,Lost
1374,797,1,9263.33,Lost
1375,905,1,3497.49,Lost
1376,942,1,4898.46,Lost
1377,846,1,1089.73,Lost
1378,804,1,5101.72,Lost
1379,459,1,3029.65,Lost
1380,849,1,2899.79,Lost
1381,805,1,2599.81,Lost
1382,489,1,17988.31,Lost
1383,315,1,1583.72,Lost
1384,371,1,3033.47,Lost
1385,657,1,2277.54,Lost
1386,1050,1,1947.75,Lost
1387,877,1,1499.78,Lost
1388,397,1,3199.79,Lost
1389,532,1,1665.88,Lost
1390,558,1,5675.63,Lost
1391,710,1,18259.69,Lost
1392,487,1,6549.82,Lost
1393,350,1,1769.88,Lost
1394,484,1,3269.57,Lost
1395,623,1,5722.63,Lost
1396,594,1,6299.88,Lost
1397,843,1,5378.43,Lost
1398,735,1,8497.53,Lost
1399,678,1,2503.73,Lost
1400,899,1,3499.73,Lost
1401,383,1,2359.72,Lost
1402,613,1,999.79,Lost
1403,555,1,13287.67,Lost
1404,732,1,3258.64,Lost
1405,770,1,1799.82,Lost
1406,790,1,8389.66,Lost
1407,565,1,2154.67,Lost
1408,400,1,5267.63,Lost
1409,377,1,2280.61,Lost
1410,608,1,1993.53,Lost
1411,283,1,6120.28,Lost
1412,437,1,1299.87,Lost
1413,1052,1,3409.62,Lost
1414,460,1,189.92,Lost
1415,537,1,11169.41,Lost
1416,606,1,3499.92,Lost
1417,527,1,599.91,Lost
1418,532,1,4642.5,Lost
1419,285,1,5499.79,Lost
1420,962,1,1548.81,Lost
1421,450,1,19399.38,Lost
1422,441,1,7832.77,Lost
1423,550,1,11886.65,Lost
1424,482,1,8239.57,Lost
1425,907,1,5799.78,Lost
1426,554,1,7263.47,Lost
1427,491,1,439.79,Lost
1428,892,1,749.89,Lost
1429,785,1,2248.69,Lost
1430,766,1,4320.71,Lost
1431,1025,1,1839.74,Lost
1432,557,1,2899.92,Lost
1433,346,1,4901.27,Lost
1434,1066,1,1639.81,Lost
1435,950,1,9069.45,Lost
1436,621,1,10155.3,Lost
1437,852,1,3999.94,Lost
1438,573,1,14379.36,Lost
1439,505,1,10749.31,Lost
1440,821,1,11218.3,Lost
1441,336,1,10497.61,Lost
1442,516,1,7841.32,Lost
1443,773,1,11237.59,Lost
1444,738,1,1749.57,Lost
1445,296,1,9999.78,Lost
