order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
419,14,Completed,04-09-2016,07-09-2016,06-09-2016,3,8
420,72,Completed,05-09-2016,06-09-2016,07-09-2016,1,3
421,240,Completed,05-09-2016,06-09-2016,08-09-2016,1,3
422,398,Completed,06-09-2016,07-09-2016,09-09-2016,2,6
423,1397,Completed,06-09-2016,09-09-2016,09-09-2016,2,7
424,67,Completed,08-09-2016,11-09-2016,11-09-2016,1,3
425,843,Completed,08-09-2016,11-09-2016,11-09-2016,2,6
426,944,Completed,08-09-2016,10-09-2016,10-09-2016,2,6
427,434,Completed,09-09-2016,10-09-2016,11-09-2016,1,2
428,1039,Completed,09-09-2016,12-09-2016,10-09-2016,2,6
429,153,Completed,10-09-2016,12-09-2016,12-09-2016,3,8
430,272,Completed,11-09-2016,13-09-2016,12-09-2016,2,6
431,1217,Completed,11-09-2016,12-09-2016,12-09-2016,2,6
432,169,Completed,12-09-2016,15-09-2016,14-09-2016,1,2
433,1062,Completed,12-09-2016,15-09-2016,13-09-2016,2,6
434,726,Completed,13-09-2016,15-09-2016,14-09-2016,2,6
435,77,Completed,14-09-2016,15-09-2016,16-09-2016,3,9
436,791,Completed,16-09-2016,19-09-2016,19-09-2016,2,7
437,1085,Completed,16-09-2016,18-09-2016,18-09-2016,2,7
438,314,Completed,16-09-2016,19-09-2016,18-09-2016,3,8
439,149,Completed,17-09-2016,20-09-2016,18-09-2016,2,6
440,882,Completed,17-09-2016,18-09-2016,19-09-2016,2,7
441,704,Completed,18-09-2016,19-09-2016,19-09-2016,1,2
442,667,Completed,18-09-2016,21-09-2016,21-09-2016,2,7
443,1371,Completed,18-09-2016,19-09-2016,20-09-2016,2,6
444,30,Completed,19-09-2016,20-09-2016,21-09-2016,1,2
445,362,Completed,19-09-2016,22-09-2016,22-09-2016,2,6
446,399,Completed,19-09-2016,21-09-2016,20-09-2016,2,7
447,808,Completed,20-09-2016,23-09-2016,22-09-2016,3,8
448,101,Completed,21-09-2016,22-09-2016,24-09-2016,2,6
449,492,Completed,21-09-2016,24-09-2016,22-09-2016,2,7
450,575,Completed,21-09-2016,24-09-2016,23-09-2016,2,7
451,1146,Completed,21-09-2016,23-09-2016,22-09-2016,2,7
452,997,Completed,22-09-2016,23-09-2016,24-09-2016,2,7
453,1028,Completed,22-09-2016,24-09-2016,25-09-2016,2,7
454,988,Completed,23-09-2016,25-09-2016,26-09-2016,2,6
455,1055,Completed,23-09-2016,24-09-2016,24-09-2016,2,7
456,1061,Completed,23-09-2016,26-09-2016,25-09-2016,3,9
457,1349,Completed,24-09-2016,27-09-2016,27-09-2016,1,3
458,197,Completed,25-09-2016,28-09-2016,26-09-2016,2,6
459,874,Completed,25-09-2016,28-09-2016,26-09-2016,2,6
460,691,Completed,25-09-2016,27-09-2016,26-09-2016,3,8
461,853,Completed,26-09-2016,27-09-2016,27-09-2016,2,7
462,852,Completed,27-09-2016,28-09-2016,29-09-2016,2,6
463,964,Completed,27-09-2016,28-09-2016,28-09-2016,3,8
464,74,Completed,28-09-2016,30-09-2016,29-09-2016,2,7
465,1198,Completed,28-09-2016,01-10-2016,01-10-2016,2,6
466,1440,Completed,28-09-2016,29-09-2016,01-10-2016,2,7
467,555,Completed,28-09-2016,30-09-2016,30-09-2016,3,8
468,1261,Completed,29-09-2016,02-10-2016,30-09-2016,1,3
469,1089,Completed,29-09-2016,02-10-2016,02-10-2016,2,7
470,641,Completed,30-09-2016,02-10-2016,02-10-2016,1,3
471,697,Completed,30-09-2016,02-10-2016,01-10-2016,1,3
472,468,Completed,30-09-2016,01-10-2016,01-10-2016,2,7
473,549,Completed,30-09-2016,02-10-2016,03-10-2016,2,7
474,553,Completed,01-10-2016,04-10-2016,04-10-2016,1,3
475,241,Completed,01-10-2016,04-10-2016,03-10-2016,2,7
476,559,Completed,01-10-2016,04-10-2016,02-10-2016,2,6
477,449,Completed,02-10-2016,05-10-2016,04-10-2016,1,2
478,304,Completed,02-10-2016,05-10-2016,03-10-2016,2,7
479,984,Completed,03-10-2016,04-10-2016,04-10-2016,2,6
480,686,Completed,04-10-2016,07-10-2016,05-10-2016,1,3
481,481,Completed,04-10-2016,07-10-2016,06-10-2016,3,9
482,513,Completed,05-10-2016,06-10-2016,06-10-2016,2,6
483,703,Completed,06-10-2016,07-10-2016,09-10-2016,1,2
484,421,Completed,06-10-2016,09-10-2016,07-10-2016,2,7
485,465,Completed,06-10-2016,08-10-2016,07-10-2016,2,7
486,709,Completed,06-10-2016,08-10-2016,09-10-2016,2,7
487,827,Completed,06-10-2016,09-10-2016,09-10-2016,2,6
488,921,Completed,06-10-2016,09-10-2016,08-10-2016,2,6
489,899,Completed,06-10-2016,08-10-2016,08-10-2016,3,8
490,876,Completed,07-10-2016,10-10-2016,09-10-2016,2,6
491,1048,Completed,08-10-2016,10-10-2016,11-10-2016,1,2
492,191,Completed,09-10-2016,10-10-2016,12-10-2016,1,2
493,796,Completed,09-10-2016,12-10-2016,11-10-2016,1,3
494,875,Completed,09-10-2016,10-10-2016,11-10-2016,2,6
495,712,Completed,10-10-2016,12-10-2016,13-10-2016,1,3
496,193,Completed,10-10-2016,12-10-2016,11-10-2016,2,6
497,785,Completed,10-10-2016,11-10-2016,11-10-2016,2,6
498,1331,Completed,10-10-2016,12-10-2016,11-10-2016,2,6
499,260,Completed,11-10-2016,14-10-2016,13-10-2016,1,2
500,148,Completed,11-10-2016,12-10-2016,13-10-2016,2,6
501,977,Completed,11-10-2016,12-10-2016,13-10-2016,2,7
502,401,Completed,12-10-2016,13-10-2016,13-10-2016,3,9
503,932,Completed,13-10-2016,16-10-2016,14-10-2016,2,6
504,1381,Completed,14-10-2016,15-10-2016,15-10-2016,1,2
505,721,Completed,14-10-2016,16-10-2016,17-10-2016,2,6
506,831,Completed,14-10-2016,16-10-2016,16-10-2016,2,6
507,1378,Completed,15-10-2016,17-10-2016,17-10-2016,1,3
508,1359,Completed,15-10-2016,18-10-2016,18-10-2016,2,6
509,235,Completed,16-10-2016,17-10-2016,17-10-2016,2,7
510,586,Completed,17-10-2016,18-10-2016,18-10-2016,2,7
511,377,Completed,18-10-2016,20-10-2016,19-10-2016,2,7
512,8,Completed,19-10-2016,22-10-2016,20-10-2016,2,7
513,155,Completed,19-10-2016,21-10-2016,21-10-2016,2,6
514,927,Completed,19-10-2016,21-10-2016,20-10-2016,2,7
515,986,Completed,19-10-2016,20-10-2016,22-10-2016,2,6
516,111,Completed,21-10-2016,23-10-2016,24-10-2016,2,6
517,613,Completed,21-10-2016,22-10-2016,24-10-2016,2,6
518,1374,Completed,22-10-2016,24-10-2016,25-10-2016,1,2
519,54,Completed,22-10-2016,23-10-2016,24-10-2016,2,7
520,639,Completed,23-10-2016,26-10-2016,24-10-2016,2,7
521,664,Completed,23-10-2016,25-10-2016,25-10-2016,2,6
522,724,Completed,23-10-2016,24-10-2016,24-10-2016,2,7
523,1056,Completed,24-10-2016,26-10-2016,27-10-2016,2,6
524,569,Completed,25-10-2016,26-10-2016,27-10-2016,1,2
525,1315,Completed,26-10-2016,28-10-2016,29-10-2016,1,3
526,1096,Completed,26-10-2016,28-10-2016,28-10-2016,2,6
527,506,Completed,27-10-2016,29-10-2016,28-10-2016,1,2
528,676,Completed,28-10-2016,31-10-2016,31-10-2016,2,7
529,753,Completed,28-10-2016,30-10-2016,31-10-2016,2,7
530,773,Completed,28-10-2016,31-10-2016,31-10-2016,2,6
531,116,Completed,28-10-2016,29-10-2016,30-10-2016,3,8
532,817,Completed,29-10-2016,31-10-2016,30-10-2016,2,7
533,1334,Completed,29-10-2016,01-11-2016,01-11-2016,2,6
534,1406,Completed,29-10-2016,30-10-2016,31-10-2016,2,7
535,835,Completed,29-10-2016,31-10-2016,01-11-2016,3,9
536,759,Completed,31-10-2016,02-11-2016,01-11-2016,1,3
537,1353,Completed,31-10-2016,01-11-2016,03-11-2016,1,2
538,341,Completed,02-11-2016,05-11-2016,05-11-2016,2,6
539,1144,Completed,02-11-2016,04-11-2016,03-11-2016,2,7
540,1429,Completed,03-11-2016,05-11-2016,06-11-2016,1,3
541,1228,Completed,04-11-2016,07-11-2016,07-11-2016,1,3
542,313,Completed,04-11-2016,06-11-2016,05-11-2016,2,7
543,62,Completed,06-11-2016,09-11-2016,08-11-2016,2,6
544,321,Completed,06-11-2016,07-11-2016,08-11-2016,2,7
545,1108,Completed,08-11-2016,10-11-2016,09-11-2016,3,9
546,470,Completed,09-11-2016,12-11-2016,10-11-2016,2,7
547,20,Completed,09-11-2016,11-11-2016,10-11-2016,3,8
548,739,Completed,11-11-2016,13-11-2016,13-11-2016,2,7
549,64,Rejected,12-11-2016,12-11-2016,Pending,3,9
550,892,Completed,12-11-2016,14-11-2016,15-11-2016,2,7
551,1169,Completed,12-11-2016,13-11-2016,13-11-2016,2,6
552,1282,Completed,12-11-2016,15-11-2016,13-11-2016,2,7
553,913,Completed,12-11-2016,13-11-2016,15-11-2016,3,9
554,104,Completed,13-11-2016,14-11-2016,16-11-2016,1,3
555,212,Completed,13-11-2016,14-11-2016,16-11-2016,2,7
556,61,Completed,13-11-2016,14-11-2016,15-11-2016,3,9
557,1248,Completed,14-11-2016,17-11-2016,15-11-2016,2,6
558,1443,Completed,15-11-2016,16-11-2016,17-11-2016,2,7
559,959,Completed,16-11-2016,17-11-2016,17-11-2016,1,2
560,1405,Completed,18-11-2016,19-11-2016,21-11-2016,2,6
561,90,Completed,19-11-2016,22-11-2016,22-11-2016,2,6
562,942,Completed,19-11-2016,20-11-2016,22-11-2016,2,7
563,365,Completed,20-11-2016,22-11-2016,21-11-2016,2,6
564,1058,Completed,20-11-2016,23-11-2016,22-11-2016,2,7
565,894,Completed,21-11-2016,22-11-2016,22-11-2016,2,7
566,298,Completed,22-11-2016,25-11-2016,23-11-2016,1,3
567,1430,Completed,22-11-2016,23-11-2016,23-11-2016,1,2
568,1275,Completed,23-11-2016,25-11-2016,24-11-2016,1,3
569,707,Completed,23-11-2016,24-11-2016,25-11-2016,2,6
570,989,Completed,23-11-2016,24-11-2016,25-11-2016,2,6
571,5,Completed,24-11-2016,25-11-2016,27-11-2016,1,2
572,178,Completed,24-11-2016,26-11-2016,26-11-2016,2,6
573,423,Completed,24-11-2016,26-11-2016,27-11-2016,2,6
574,833,Completed,26-11-2016,27-11-2016,29-11-2016,2,7
575,33,Completed,27-11-2016,28-11-2016,30-11-2016,1,3
576,1272,Completed,27-11-2016,30-11-2016,28-11-2016,1,3
577,445,Completed,27-11-2016,30-11-2016,29-11-2016,2,6
578,819,Completed,27-11-2016,28-11-2016,29-11-2016,2,7
579,160,Completed,27-11-2016,30-11-2016,29-11-2016,3,8
580,581,Completed,30-11-2016,02-12-2016,02-12-2016,1,3
581,688,Completed,03-12-2016,05-12-2016,06-12-2016,1,3
582,32,Rejected,04-12-2016,04-12-2016,Pending,1,2
583,792,Completed,04-12-2016,05-12-2016,07-12-2016,2,7
584,1209,Completed,04-12-2016,05-12-2016,05-12-2016,2,7
585,1219,Completed,04-12-2016,05-12-2016,05-12-2016,2,7
586,1306,Completed,04-12-2016,06-12-2016,05-12-2016,2,6
587,487,Completed,06-12-2016,08-12-2016,08-12-2016,1,2
588,102,Completed,06-12-2016,07-12-2016,07-12-2016,2,7
589,719,Completed,06-12-2016,07-12-2016,07-12-2016,2,7
590,990,Completed,06-12-2016,09-12-2016,07-12-2016,2,7
591,1211,Completed,06-12-2016,09-12-2016,09-12-2016,2,7
592,1232,Completed,06-12-2016,08-12-2016,08-12-2016,2,7
593,50,Completed,07-12-2016,10-12-2016,08-12-2016,3,8
594,1318,Completed,07-12-2016,08-12-2016,08-12-2016,3,8
595,538,Completed,08-12-2016,09-12-2016,11-12-2016,1,2
596,952,Completed,08-12-2016,09-12-2016,09-12-2016,1,3
597,1121,Completed,08-12-2016,09-12-2016,10-12-2016,2,6
598,40,Rejected,09-12-2016,09-12-2016,Pending,1,3
599,1,Completed,09-12-2016,10-12-2016,12-12-2016,2,6
600,624,Completed,09-12-2016,12-12-2016,11-12-2016,2,7
601,683,Completed,09-12-2016,10-12-2016,10-12-2016,2,6
602,823,Completed,09-12-2016,10-12-2016,11-12-2016,2,6
603,1032,Completed,09-12-2016,10-12-2016,10-12-2016,2,7
604,96,Completed,10-12-2016,13-12-2016,12-12-2016,2,7
605,1208,Completed,10-12-2016,11-12-2016,12-12-2016,2,6
606,18,Completed,11-12-2016,12-12-2016,13-12-2016,2,7
607,309,Completed,11-12-2016,14-12-2016,13-12-2016,2,6
608,1103,Completed,12-12-2016,15-12-2016,14-12-2016,1,3
609,896,Completed,12-12-2016,13-12-2016,14-12-2016,2,7
610,711,Completed,13-12-2016,15-12-2016,14-12-2016,2,6
611,1073,Completed,15-12-2016,17-12-2016,18-12-2016,2,7
612,634,Completed,16-12-2016,17-12-2016,17-12-2016,2,7
613,1159,Completed,17-12-2016,19-12-2016,19-12-2016,2,7
614,654,Completed,18-12-2016,21-12-2016,21-12-2016,1,2
615,560,Completed,19-12-2016,22-12-2016,21-12-2016,3,9
616,1444,Completed,20-12-2016,23-12-2016,23-12-2016,2,6
617,118,Completed,21-12-2016,23-12-2016,23-12-2016,2,7
618,131,Completed,21-12-2016,22-12-2016,22-12-2016,2,6
619,454,Completed,22-12-2016,25-12-2016,25-12-2016,2,7
620,466,Completed,22-12-2016,24-12-2016,24-12-2016,2,6
621,1157,Completed,23-12-2016,25-12-2016,24-12-2016,2,6
622,1398,Completed,23-12-2016,26-12-2016,25-12-2016,2,7
623,678,Completed,24-12-2016,26-12-2016,27-12-2016,2,6
624,814,Completed,24-12-2016,25-12-2016,27-12-2016,2,6
625,1163,Completed,25-12-2016,28-12-2016,26-12-2016,1,2
626,130,Completed,25-12-2016,28-12-2016,27-12-2016,2,7
627,1119,Completed,25-12-2016,26-12-2016,28-12-2016,2,6
628,561,Completed,26-12-2016,29-12-2016,27-12-2016,1,3
629,973,Completed,26-12-2016,27-12-2016,29-12-2016,1,2
630,1404,Completed,26-12-2016,27-12-2016,28-12-2016,2,6
631,855,Completed,27-12-2016,29-12-2016,29-12-2016,1,3
632,163,Completed,27-12-2016,29-12-2016,29-12-2016,2,7
633,1040,Completed,28-12-2016,31-12-2016,30-12-2016,3,8
634,27,Completed,29-12-2016,01-01-2017,30-12-2016,2,6
635,520,Completed,30-12-2016,02-01-2017,31-12-2016,2,6
636,532,Completed,03-01-2017,04-01-2017,05-01-2017,1,2
637,512,Completed,03-01-2017,05-01-2017,05-01-2017,2,6
638,1302,Completed,04-01-2017,05-01-2017,06-01-2017,2,7
639,550,Completed,06-01-2017,07-01-2017,07-01-2017,2,6
640,1093,Completed,06-01-2017,08-01-2017,07-01-2017,2,6
641,673,Completed,07-01-2017,10-01-2017,08-01-2017,1,3
642,847,Completed,07-01-2017,09-01-2017,10-01-2017,2,7
643,901,Completed,08-01-2017,09-01-2017,11-01-2017,1,3
644,439,Completed,08-01-2017,11-01-2017,10-01-2017,2,6
645,1199,Completed,08-01-2017,11-01-2017,10-01-2017,2,6
646,975,Completed,09-01-2017,12-01-2017,11-01-2017,1,2
647,283,Completed,09-01-2017,10-01-2017,11-01-2017,2,7
648,684,Completed,09-01-2017,11-01-2017,11-01-2017,2,6
649,1153,Completed,10-01-2017,11-01-2017,13-01-2017,1,3
650,729,Completed,11-01-2017,14-01-2017,12-01-2017,1,2
651,190,Completed,11-01-2017,13-01-2017,13-01-2017,2,7
652,985,Completed,12-01-2017,15-01-2017,13-01-2017,3,9
653,1249,Completed,14-01-2017,17-01-2017,15-01-2017,1,2
654,1129,Completed,14-01-2017,15-01-2017,17-01-2017,2,7
655,347,Completed,16-01-2017,17-01-2017,18-01-2017,1,3
656,949,Completed,16-01-2017,17-01-2017,18-01-2017,2,7
657,349,Completed,17-01-2017,19-01-2017,20-01-2017,1,2
658,1051,Completed,17-01-2017,18-01-2017,18-01-2017,2,7
659,1391,Completed,17-01-2017,19-01-2017,18-01-2017,2,7
660,383,Completed,18-01-2017,19-01-2017,19-01-2017,2,7
661,626,Completed,18-01-2017,19-01-2017,20-01-2017,2,6
662,1125,Completed,19-01-2017,20-01-2017,20-01-2017,1,3
663,344,Completed,20-01-2017,22-01-2017,23-01-2017,1,3
664,681,Completed,20-01-2017,23-01-2017,22-01-2017,2,7
665,29,Completed,21-01-2017,22-01-2017,23-01-2017,2,6
666,770,Completed,21-01-2017,22-01-2017,24-01-2017,2,7
667,858,Completed,22-01-2017,24-01-2017,25-01-2017,2,7
668,297,Completed,22-01-2017,23-01-2017,24-01-2017,3,8
669,745,Completed,23-01-2017,24-01-2017,26-01-2017,2,7
670,361,Completed,24-01-2017,25-01-2017,25-01-2017,2,6
671,922,Completed,25-01-2017,28-01-2017,26-01-2017,2,7
672,908,Completed,26-01-2017,29-01-2017,29-01-2017,2,6
673,64,Completed,26-01-2017,28-01-2017,27-01-2017,3,9
674,733,Completed,27-01-2017,28-01-2017,29-01-2017,2,6
675,291,Completed,28-01-2017,31-01-2017,30-01-2017,2,7
676,790,Completed,28-01-2017,30-01-2017,31-01-2017,2,7
677,809,Completed,28-01-2017,31-01-2017,30-01-2017,2,7
678,250,Completed,28-01-2017,29-01-2017,31-01-2017,3,9
679,81,Completed,29-01-2017,30-01-2017,30-01-2017,1,3
680,245,Completed,29-01-2017,01-02-2017,30-01-2017,1,3
681,499,Completed,29-01-2017,01-02-2017,31-01-2017,2,7
682,614,Completed,29-01-2017,30-01-2017,30-01-2017,2,6
683,741,Completed,29-01-2017,31-01-2017,01-02-2017,2,6
684,762,Completed,31-01-2017,01-02-2017,02-02-2017,2,6
685,976,Completed,31-01-2017,03-02-2017,02-02-2017,2,7
686,380,Completed,01-02-2017,03-02-2017,04-02-2017,2,7
687,530,Completed,02-02-2017,05-02-2017,04-02-2017,1,3
688,343,Completed,02-02-2017,03-02-2017,05-02-2017,2,7
689,884,Completed,02-02-2017,03-02-2017,05-02-2017,2,7
690,1097,Completed,03-02-2017,04-02-2017,06-02-2017,1,2
691,1081,Completed,04-02-2017,06-02-2017,06-02-2017,2,7
692,2,Rejected,05-02-2017,05-02-2017,Pending,1,3
693,1233,Completed,05-02-2017,07-02-2017,06-02-2017,1,3
694,58,Completed,05-02-2017,06-02-2017,08-02-2017,2,7
695,606,Completed,05-02-2017,08-02-2017,07-02-2017,2,7
696,1242,Completed,05-02-2017,08-02-2017,08-02-2017,2,7
697,562,Completed,06-02-2017,08-02-2017,09-02-2017,1,2
698,543,Completed,06-02-2017,08-02-2017,09-02-2017,3,8
699,958,Completed,06-02-2017,08-02-2017,09-02-2017,3,9
700,4,Completed,07-02-2017,10-02-2017,08-02-2017,2,6
701,850,Completed,07-02-2017,08-02-2017,09-02-2017,3,9
702,1352,Completed,08-02-2017,09-02-2017,11-02-2017,1,3
703,417,Completed,08-02-2017,09-02-2017,09-02-2017,2,7
704,1137,Completed,08-02-2017,09-02-2017,11-02-2017,2,6
705,1196,Completed,08-02-2017,11-02-2017,11-02-2017,2,7
706,1271,Completed,09-02-2017,12-02-2017,10-02-2017,1,2
707,79,Completed,09-02-2017,11-02-2017,11-02-2017,2,7
708,660,Completed,10-02-2017,12-02-2017,11-02-2017,1,2
709,1162,Completed,11-02-2017,13-02-2017,12-02-2017,2,6
710,295,Completed,13-02-2017,15-02-2017,16-02-2017,2,6
711,1246,Completed,13-02-2017,16-02-2017,14-02-2017,2,6
712,173,Completed,13-02-2017,14-02-2017,16-02-2017,3,9
713,207,Completed,13-02-2017,14-02-2017,15-02-2017,3,8
714,805,Completed,14-02-2017,17-02-2017,15-02-2017,2,7
715,12,Rejected,15-02-2017,15-02-2017,Pending,2,6
716,672,Completed,15-02-2017,17-02-2017,18-02-2017,2,6
717,1312,Completed,15-02-2017,18-02-2017,17-02-2017,2,6
718,38,Completed,16-02-2017,17-02-2017,17-02-2017,2,7
719,200,Completed,16-02-2017,19-02-2017,18-02-2017,2,6
720,382,Completed,16-02-2017,19-02-2017,19-02-2017,2,6
721,625,Completed,16-02-2017,19-02-2017,17-02-2017,2,7
722,1399,Completed,18-02-2017,20-02-2017,21-02-2017,2,7
723,845,Completed,19-02-2017,21-02-2017,22-02-2017,2,6
724,864,Completed,19-02-2017,22-02-2017,21-02-2017,2,6
725,870,Completed,19-02-2017,22-02-2017,22-02-2017,2,7
726,969,Completed,19-02-2017,22-02-2017,20-02-2017,2,6
727,962,Completed,19-02-2017,22-02-2017,21-02-2017,3,9
728,1138,Completed,20-02-2017,21-02-2017,23-02-2017,1,3
729,897,Completed,20-02-2017,22-02-2017,21-02-2017,2,7
730,500,Completed,21-02-2017,24-02-2017,22-02-2017,2,6
731,910,Completed,25-02-2017,27-02-2017,27-02-2017,3,9
732,147,Completed,26-02-2017,27-02-2017,01-03-2017,2,7
733,832,Completed,26-02-2017,01-03-2017,27-02-2017,2,7
734,939,Completed,26-02-2017,28-02-2017,01-03-2017,3,9
735,20,Rejected,27-02-2017,27-02-2017,Pending,3,9
736,184,Completed,27-02-2017,28-02-2017,28-02-2017,2,7
737,694,Completed,27-02-2017,01-03-2017,28-02-2017,2,6
738,124,Completed,28-02-2017,01-03-2017,03-03-2017,1,2
739,49,Completed,28-02-2017,01-03-2017,02-03-2017,2,6
740,1113,Completed,28-02-2017,01-03-2017,02-03-2017,2,6
741,119,Completed,28-02-2017,01-03-2017,01-03-2017,3,8
742,433,Completed,28-02-2017,01-03-2017,01-03-2017,3,9
743,137,Completed,01-03-2017,04-03-2017,04-03-2017,2,6
744,166,Completed,01-03-2017,02-03-2017,02-03-2017,2,7
745,698,Completed,01-03-2017,03-03-2017,03-03-2017,2,7
746,391,Completed,02-03-2017,04-03-2017,05-03-2017,1,3
747,87,Completed,03-03-2017,04-03-2017,05-03-2017,1,3
748,1072,Completed,03-03-2017,05-03-2017,04-03-2017,3,8
749,255,Completed,04-03-2017,07-03-2017,05-03-2017,2,7
750,232,Completed,04-03-2017,07-03-2017,05-03-2017,3,8
751,731,Completed,05-03-2017,08-03-2017,07-03-2017,1,3
752,335,Completed,05-03-2017,06-03-2017,07-03-2017,2,6
753,1201,Completed,05-03-2017,08-03-2017,08-03-2017,2,7
754,646,Completed,06-03-2017,07-03-2017,08-03-2017,1,2
755,531,Completed,06-03-2017,07-03-2017,07-03-2017,2,6
756,1143,Completed,06-03-2017,07-03-2017,09-03-2017,2,6
757,1336,Completed,06-03-2017,08-03-2017,09-03-2017,2,7
758,953,Completed,06-03-2017,08-03-2017,07-03-2017,3,9
759,284,Completed,07-03-2017,09-03-2017,08-03-2017,2,7
760,1104,Completed,07-03-2017,10-03-2017,10-03-2017,2,6
761,1291,Completed,07-03-2017,08-03-2017,10-03-2017,2,7
762,572,Completed,08-03-2017,09-03-2017,09-03-2017,2,6
763,842,Completed,08-03-2017,10-03-2017,09-03-2017,3,9
764,701,Completed,09-03-2017,10-03-2017,12-03-2017,1,2
765,1152,Completed,09-03-2017,11-03-2017,12-03-2017,1,2
766,141,Completed,09-03-2017,11-03-2017,12-03-2017,2,6
767,564,Completed,09-03-2017,10-03-2017,11-03-2017,2,7
768,841,Completed,09-03-2017,12-03-2017,10-03-2017,2,7
769,946,Completed,09-03-2017,11-03-2017,11-03-2017,2,6
770,135,Completed,09-03-2017,11-03-2017,11-03-2017,3,9
771,671,Completed,11-03-2017,14-03-2017,12-03-2017,1,3
772,448,Completed,11-03-2017,12-03-2017,13-03-2017,2,7
773,1385,Completed,11-03-2017,12-03-2017,12-03-2017,2,6
774,690,Completed,12-03-2017,14-03-2017,14-03-2017,2,6
775,968,Completed,12-03-2017,13-03-2017,13-03-2017,2,6
776,490,Completed,13-03-2017,15-03-2017,16-03-2017,2,6
777,496,Completed,13-03-2017,16-03-2017,16-03-2017,2,6
778,56,Rejected,15-03-2017,15-03-2017,Pending,3,9
779,367,Completed,15-03-2017,16-03-2017,18-03-2017,2,6
780,592,Completed,15-03-2017,17-03-2017,17-03-2017,2,6
781,1018,Completed,15-03-2017,16-03-2017,17-03-2017,2,6
782,1298,Completed,15-03-2017,16-03-2017,18-03-2017,2,7
783,1343,Completed,16-03-2017,19-03-2017,17-03-2017,1,2
784,430,Completed,16-03-2017,19-03-2017,19-03-2017,2,7
785,794,Completed,18-03-2017,19-03-2017,20-03-2017,1,2
786,249,Completed,18-03-2017,20-03-2017,19-03-2017,2,6
787,700,Completed,18-03-2017,20-03-2017,19-03-2017,3,9
788,1363,Completed,18-03-2017,20-03-2017,20-03-2017,3,9
789,772,Completed,19-03-2017,20-03-2017,20-03-2017,2,6
790,1015,Completed,19-03-2017,21-03-2017,22-03-2017,2,7
791,432,Completed,20-03-2017,22-03-2017,23-03-2017,2,6
792,479,Completed,22-03-2017,23-03-2017,24-03-2017,2,6
793,653,Completed,23-03-2017,24-03-2017,24-03-2017,2,6
794,863,Completed,23-03-2017,25-03-2017,24-03-2017,2,7
795,992,Completed,23-03-2017,25-03-2017,26-03-2017,2,7
796,154,Completed,23-03-2017,26-03-2017,25-03-2017,3,9
797,374,Completed,24-03-2017,26-03-2017,26-03-2017,2,7
798,619,Completed,26-03-2017,28-03-2017,29-03-2017,1,3
799,607,Completed,27-03-2017,28-03-2017,29-03-2017,1,3
800,1057,Completed,27-03-2017,29-03-2017,28-03-2017,2,6
801,78,Completed,28-03-2017,29-03-2017,30-03-2017,1,2
802,340,Completed,28-03-2017,29-03-2017,30-03-2017,2,6
803,1105,Completed,28-03-2017,31-03-2017,30-03-2017,3,8
804,95,Completed,29-03-2017,31-03-2017,30-03-2017,2,6
805,420,Completed,29-03-2017,30-03-2017,01-04-2017,2,6
806,234,Completed,30-03-2017,31-03-2017,31-03-2017,2,7
807,1148,Completed,30-03-2017,01-04-2017,02-04-2017,2,6
808,315,Completed,31-03-2017,02-04-2017,02-04-2017,2,6
809,1222,Completed,31-03-2017,03-04-2017,03-04-2017,2,7
810,153,Rejected,01-04-2017,01-04-2017,Pending,3,8
811,524,Completed,01-04-2017,04-04-2017,04-04-2017,2,7
812,1164,Completed,01-04-2017,02-04-2017,03-04-2017,2,7
813,1203,Completed,01-04-2017,03-04-2017,02-04-2017,3,9
814,629,Completed,02-04-2017,05-04-2017,03-04-2017,2,7
815,1251,Completed,03-04-2017,05-04-2017,04-04-2017,1,3
816,811,Completed,03-04-2017,05-04-2017,05-04-2017,2,6
817,301,Completed,04-04-2017,05-04-2017,07-04-2017,2,7
818,1319,Completed,04-04-2017,07-04-2017,07-04-2017,2,6
819,221,Completed,04-04-2017,07-04-2017,05-04-2017,3,9
820,725,Completed,05-04-2017,08-04-2017,07-04-2017,2,7
821,1181,Completed,05-04-2017,07-04-2017,08-04-2017,2,7
822,294,Completed,06-04-2017,08-04-2017,09-04-2017,2,7
823,415,Completed,06-04-2017,07-04-2017,08-04-2017,3,8
824,993,Completed,07-04-2017,09-04-2017,10-04-2017,1,2
825,10,Completed,07-04-2017,08-04-2017,09-04-2017,2,7
826,45,Completed,07-04-2017,10-04-2017,10-04-2017,2,6
827,666,Completed,07-04-2017,10-04-2017,10-04-2017,2,7
828,246,Completed,09-04-2017,10-04-2017,12-04-2017,2,6
829,674,Completed,09-04-2017,10-04-2017,10-04-2017,2,7
830,431,Completed,11-04-2017,14-04-2017,12-04-2017,2,6
831,1000,Completed,11-04-2017,12-04-2017,12-04-2017,2,7
832,1215,Completed,11-04-2017,12-04-2017,12-04-2017,2,7
833,406,Completed,12-04-2017,14-04-2017,15-04-2017,2,7
834,890,Completed,12-04-2017,13-04-2017,15-04-2017,2,6
835,940,Completed,13-04-2017,15-04-2017,14-04-2017,1,2
836,455,Completed,13-04-2017,16-04-2017,14-04-2017,2,6
837,948,Completed,13-04-2017,16-04-2017,14-04-2017,2,7
838,1395,Completed,14-04-2017,17-04-2017,15-04-2017,2,7
